Compound_SMILES	Compound_InchiKeys	Compound_Name	UniProt_Id	Entrez_Gene_Symbol	DiscoveRx_Gene_Symbol	pKd_[M]_pred
Clc1c(cc(cc1)C#CC2(CCN(CC2)C)OC)-c3nc-4c(cn3)CCc5nc(sc5-4)NC(=O)C	SKJMTJUJMPIXBJ-UHFFFAOYSA-N	BI00047875	Q15418	RPS6KA1	RSK1(Kin.Dom.1-N-terminal)	5.890730531
C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOC[C@@H]5C	JUSFANSTBFGBAF-IRXDYDNUSA-N	AZD2014	Q15418	RPS6KA1	RSK1(Kin.Dom.1-N-terminal)	5.587748734
O=S(NC1=CC(C2=CC=C(C(NC(C3CC3)=O)=NN4)C4=C2)=CC=C1)(N(CC)CC)=O	UCBIQZUJJSVQHL-UHFFFAOYSA-N	UNC-AA-1-0013	O75582	RPS6KA5	RPS6KA5(Kin.Dom.1-N-terminal)	5.427580744
s1c(nc3c1-c2n(nc(c2CC3)-c4cnccc4)-c5ccc(cc5)C6(CC6)N(C)C)NC(=O)OC	GGDDUQGGATVHON-UHFFFAOYSA-N	BI00822448	Q9UK32	RPS6KA6	RSK4(Kin.Dom.2-C-terminal)	5.999143578
NC(=O)c1sc(cc1OCc1ccccc1Br)-n1cnc2ccccc12	BWZJWBWWGBNPLH-UHFFFAOYSA-N	GSK1023156A	Q9UK32	RPS6KA6	RSK4(Kin.Dom.2-C-terminal)	5.795755654
CN1CCC(CC1)n1cnc(c1-c1ccnc(N)n1)-c1ccc(F)cc1	SVRAGOOKTLUHES-UHFFFAOYSA-N	SB-220455	Q9UK32	RPS6KA6	RSK4(Kin.Dom.2-C-terminal)	5.572529448
Nc1nccc(n1)-c1c(nn2cc(ccc12)C(F)(F)F)-c1ccc(F)cc1	JQUJTXXKVLSAEV-UHFFFAOYSA-N	GW568326X	Q9UK32	RPS6KA6	RSK4(Kin.Dom.2-C-terminal)	6.02925263
ClC1=CC=C(F)C(C2=NC(N=CC=N3)=C3C(NC4=CC=NC=C4)=N2)=C1	BERLXWPRSBJFHO-UHFFFAOYSA-N	SD-208	Q9UK32	RPS6KA6	RSK4(Kin.Dom.2-C-terminal)	5.670828662
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)N(C)C)c2cc1OC	CKYDKNBLVBVPCS-UHFFFAOYSA-N	GSK1030062A	P0C264	SGK110	SgK110	4.750674463
CC(C)OC(N(CC1)CCN1C2=NC3=C(C4=CN=C(C(F)(F)F)C=C4)C=NN3C=C2)=O	NDDGTHBFQLPYJL-UHFFFAOYSA-N	NK-92	Q96BR1	SGK3	SGK3	5.847256174
O=S(C2=CC=CC1=CN=CC=C12)(NCCNC/C=C/C3=CC=C(Br)C=C3)=O	ZKZXNDJNWUTGDK-NSCUHMNNSA-N	H89	Q96BR1	SGK3	SGK3	5.234479655
O=C(N(CC1=CC=CC=C1)CCCC)C2=CC=C(S(=O)(NC3=CC=CC=C3)=O)C=C2	VNCIWNGCMAKKEO-UHFFFAOYSA-N	TH257	Q9H2G2	SLK	SLK	5.690112854
Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)-c3cccs3)cc2Cl)c1	PBIJKZCHYCDPPC-UHFFFAOYSA-N	GW684626B	Q9NRH2	SNRK	SNRK	5.210430758
Fc1c(c(ccc1NS(=O)(=O)CCC)F)-n2nnc(c2)-c3cncc(c3)OC	PBZQXUCHRRZRTF-UHFFFAOYSA-N	BI00865461	Q9H3Y6	SRMS	SRMS	5.068297253
CC(C)OC(N(CC1)CCN1C2=NC3=C(C4=CN=C(C(F)(F)F)C=C4)C=NN3C=C2)=O	NDDGTHBFQLPYJL-UHFFFAOYSA-N	NK-92	Q96SB4	SRPK1	SRPK1	5.63999298
CC(C)OC(N(CC1)CCN1C2=NC3=C(C4=CN=C(C(F)(F)F)C=C4)C=NN3C=C2)=O	NDDGTHBFQLPYJL-UHFFFAOYSA-N	NK-92	P78362	SRPK2	SRPK2	5.481770318
COc1ccc(cc1C(N)=O)-c1ccncc1	QEYUQXQAUUYZDC-UHFFFAOYSA-N	GSK605714A	Q9UPE1	SRPK3	SRPK3	5.068255469
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)N(C)C)c2cc1OC	CKYDKNBLVBVPCS-UHFFFAOYSA-N	GSK1030062A	Q9UPE1	SRPK3	SRPK3	4.775659236
O=S(NC1=CC(C2=CC=C(C(NC(C3CC3)=O)=NN4)C4=C2)=CC=C1)(N(CC)CC)=O	UCBIQZUJJSVQHL-UHFFFAOYSA-N	UNC-AA-1-0013	Q9UPE1	SRPK3	SRPK3	5.493787047
O=C(C1CC1)NC2=NNC3=C2C=CC(C4=CC=CC(NS(N(C)CC)(=O)=O)=C4)=C3	NKCMEGZSWOVKIL-UHFFFAOYSA-N	UNC-AA-1-0017	Q9UPE1	SRPK3	SRPK3	5.424596187
O=C(C1CC1)NC2=NNC3=C2C=CC(C4=CC=CC(NS(CC(C)C)(=O)=O)=C4)=C3	SENOTLIGBLGKGP-UHFFFAOYSA-N	UNC-AA-1-0022	Q9UPE1	SRPK3	SRPK3	5.548514293
Fc1c(c(ccc1NS(=O)(=O)CCC)F)-n2nnc(c2)-c3cncc(c3)OC	PBZQXUCHRRZRTF-UHFFFAOYSA-N	BI00865461	O94804	STK10	LOK	5.345445095
NC(=O)c1sc(cc1OCc1ccccc1Br)-n1cnc2ccccc12	BWZJWBWWGBNPLH-UHFFFAOYSA-N	GSK1023156A	O94804	STK10	LOK	5.818466009
COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)(=O)c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1	RJOBEDHRAOYOQX-UHFFFAOYSA-N	GW680908A	O94804	STK10	LOK	6.449913923
ClC1=CC=C(F)C(C2=NC(N=CC=N3)=C3C(NC4=CC=NC=C4)=N2)=C1	BERLXWPRSBJFHO-UHFFFAOYSA-N	SD-208	O94804	STK10	LOK	5.25513835
Clc1c(cccc1)-n2nc(c4c2-c3sc(nc3CC4)NC(=O)NCc5[nH]ccn5)-c6cnccc6	JXKHIJZYDXHNSW-UHFFFAOYSA-N	BI00048423	O75716	STK16	STK16	5.727035984
CNC(=O)c1cncc(\C=C\c2ccccc2Cl)c1	HVTWLTGGYKBXHX-VOTSOKGWSA-N	GW445017X	Q13188	STK3	MST2	5.48212606
N(c1ncc(o1)-c1ccccc1)c1ccc(Oc2ccccc2)cc1	MKASXHWBPFPYNF-UHFFFAOYSA-N	GW641155A	Q13188	STK3	MST2	4.767092919
Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)-c3cccs3)cc2Cl)c1	PBIJKZCHYCDPPC-UHFFFAOYSA-N	GW684626B	Q8WU08	STK32A	YANK1	5.335448968
COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1	RARTTYYZTRKYDS-UHFFFAOYSA-N	GI261520A	Q86UX6	STK32C	YANK3	5.08823408
O=C(NCC1=CC=CC=C1)C2=CC=C(S(=O)(NCC3=CC=CC=C3)=O)C=C2	QDGVJMITKNOVTP-UHFFFAOYSA-N	TH263	Q86UX6	STK32C	YANK3	4.480703354
COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)(=O)c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1	RJOBEDHRAOYOQX-UHFFFAOYSA-N	GW680908A	Q9BYT3	STK33	STK33	5.457503968
CN1CCC(NC(C2=CC(OC)=C(NC3=NC=C(N(C(C(F)(F)CN4C5CCCC5)=O)C)C4=N3)C=C2F)=O)CC1	GWRSATNRNFYMDI-UHFFFAOYSA-N	TAK960	Q9BYT3	STK33	STK33	6.180103377
COc1ccc(cc1)-c1nn2ncccc2c1-c1ccnc(Nc2cccc(c2)C(F)(F)F)n1	BWBYKJFTJZIURF-UHFFFAOYSA-N	GW827105X	Q9NRP7	STK36	STK36	6.257046997
Fc1ccc(cc1)-c1ncn(CCCN2CCOCC2)c1-c1ccncc1	ANWALZPQHPAZFO-UHFFFAOYSA-N	SB-210313	Q15208	STK38	NDR1	5.376957318
O[C@H]([C@H](O)[C@@H](CO)O3)[C@@H]3N1C2=C(C(N)=NC=N2)C(I)=C1	WHSIXKUPQCKWBY-IOSLPCCCSA-N	5-iodotubercidin	Q15208	STK38	NDR1	4.818356167
O[C@H]([C@H](O)[C@@H](CO)O3)[C@@H]3N1C2=C(C(N)=NC=N2)C(I)=C1	WHSIXKUPQCKWBY-IOSLPCCCSA-N	5-iodotubercidin	Q9Y2H1	STK38L	NDR2	4.815535657
Fc1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1	HZJPBOLTWHOKEL-UHFFFAOYSA-N	GW680975X	Q13043	STK4	MST1	5.294800571
O=C(NCC1=CC=CC=C1)C2=CC=C(S(=O)(NCC3=CC=CC=C3)=O)C=C2	QDGVJMITKNOVTP-UHFFFAOYSA-N	TH263	Q13043	STK4	MST1	5.065695772
O=C(N(CC1=CC=CC=C1)CCCC)C2=CC=C(S(=O)(NC3=CC=CC=C3)=O)C=C2	VNCIWNGCMAKKEO-UHFFFAOYSA-N	TH257	P43405	SYK	SYK	5.501640577
NS(=O)(=O)c1cccc(c1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1	AXXSVTAXFAAJTE-UHFFFAOYSA-N	SB-741905	Q7L7X3	TAOK1	TAOK1	6.267466693
C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOC[C@@H]5C	JUSFANSTBFGBAF-IRXDYDNUSA-N	AZD2014	P36897	TGFBR1	TGFBR1	5.992239195
ClC1=CC=C(F)C(C2=NC(N=CC=N3)=C3C(NC4=CC=NC=C4)=N2)=C1	BERLXWPRSBJFHO-UHFFFAOYSA-N	SD-208	P36897	TGFBR1	TGFBR1	5.659378936
Clc1c(cccc1)-n2nc(c4c2-c3sc(nc3CC4)NC(=O)NCc5[nH]ccn5)-c6cnccc6	JXKHIJZYDXHNSW-UHFFFAOYSA-N	BI00048423	P37173	TGFBR2	TGFBR2	5.920903567
Clc1ccc(CNc2nccc(n2)-c2cnn3ncccc23)cc1	NEWXQDRWGLAOAY-UHFFFAOYSA-N	GW781673X	P37173	TGFBR2	TGFBR2	5.686156961
s1c(nc3c1-c2n(nc(c2C(C3)C)-c4cnc(cc4)NCC)-c5c(cccc5)C)NC(=O)OC	FQXPXUGHKSKDIL-UHFFFAOYSA-N	BI00857480	Q59H18	TNNI3K	TNNI3K	5.599338625
O=S(NC1=CC(C2=CC=C(C(NC(C3CC3)=O)=NN4)C4=C2)=CC=C1)(N(CC)CC)=O	UCBIQZUJJSVQHL-UHFFFAOYSA-N	UNC-AA-1-0013	Q59H18	TNNI3K	TNNI3K	5.039200641
COc1c(cc(cc1-c1ccc(cc1)S(N)(=O)=O)-c1ccc(Cl)cc1)C(N)=O	PGMGCWOOCLJXIF-UHFFFAOYSA-N	GSK711701A	Q9BXA7	TSSK1B	TSSK1B	5.057258655
NC(=O)c1cc(cc(c1N)-c1ccncc1)-c1ccc(F)cc1	INRJBVLMKPWSHK-UHFFFAOYSA-N	GSK620503A	Q9BXA7	TSSK1B	TSSK1B	5.372871232
Cc1cc(cc(C)c1\C=C\c1cncc(c1)-c1nn[nH]n1)-c1ccccn1	LBJHHPBGZCPQIO-VOTSOKGWSA-N	GW459057A	Q9BXA7	TSSK1B	TSSK1B	4.821477683
O=C(NCC1=CC=CC=C1)C2=CC=C(S(=O)(NCC3=CC=CC=C3)=O)C=C2	QDGVJMITKNOVTP-UHFFFAOYSA-N	TH263	Q9BXA7	TSSK1B	TSSK1B	4.80428133
s1c(nc3c1-c2n(nc(c2C(C3)C)-c4cnc(cc4)NCC)-c5c(cccc5)C)NC(=O)OC	FQXPXUGHKSKDIL-UHFFFAOYSA-N	BI00857480	Q96PN8	TSSK3	TSSK3	6.791168449
CN1CCC(NC(C2=CC(OC)=C(NC3=NC=C(N(C(C(F)(F)CN4C5CCCC5)=O)C)C4=N3)C=C2F)=O)CC1	GWRSATNRNFYMDI-UHFFFAOYSA-N	TAK960	P33981	TTK	TTK	6.514875191
Clc1c(cc(cc1)C#CC2(CCN(CC2)C)OC)-c3nc-4c(cn3)CCc5nc(sc5-4)NC(=O)C	SKJMTJUJMPIXBJ-UHFFFAOYSA-N	BI00047875	P29597	TYK2	TYK2(JH2domain-pseudokinase)	6.0011898
NS(=O)(=O)c1cccc(c1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1	AXXSVTAXFAAJTE-UHFFFAOYSA-N	SB-741905	Q06418	TYRO3	TYRO3	5.277184528
COc1c(cc(cc1-c1ccc(cc1)S(N)(=O)=O)-c1ccc(Cl)cc1)C(N)=O	PGMGCWOOCLJXIF-UHFFFAOYSA-N	GSK711701A	Q86Y07	VRK2	VRK2	4.498086417
S(=O)(=O)(N1CCC(CC1)Oc3c(cc2ncnc(c2c3)N[C@H](C)c4ccccc4)OC)C	HNCQUOKLTSGCPT-MRXNPFEDSA-N	BI00010951	P0C1S8	WEE2	WEE2	5.353680486
Fc1c(c(ccc1NS(=O)(=O)CCC)F)-n2nnc(c2)-c3cncc(c3)OC	PBZQXUCHRRZRTF-UHFFFAOYSA-N	BI00865461	Q9NYL2	ZAK	ZAK	5.393597355
